CNUC;N_REFERENCIA;UNIDADE;ACAO_MANEJO;INSTRUMENTO;APOIO;NOTA_INSUMO;ORDEM;NOTA_PESSOAL;NOTA_EQUIPAMENTO;NOTA_CAPACIDADE;NOTA_RECURSO;NOTA_APOIO;BIOMA
0000.29.0325;109200000290325 ;PARQUE ESTADUAL DA SERRA DO CONDURU;Implantar o manejo de espécies ou habitats;PLANO DE AÇÃO;Moderado apoio externo;0,500149;5;0,5;0,5;0,75;0,25;0,5;Mata Atlântica
0000.29.0325;110200000290325 ;PARQUE ESTADUAL DA SERRA DO CONDURU;Implantar o manejo de espécies ou habitats;OUTRO INSTRUMENTO;Moderado apoio externo;0,550149;4;0,5;0,75;0,75;0,25;0,5;Mata Atlântica
0000.42.0786;101200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Elaborar e acompanhar parcerias para a gestão da UC;OUTRO INSTRUMENTO;Muito apoio externo;0,850223;1;1;1;1;1;0,25;Mata Atlântica
0000.42.0786;102200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Garantir equipamentos para realização das atividades;PLANO DE AÇÃO;Muito apoio externo;0,700211;12;0,25;1;1;1;0,25;Mata Atlântica
0000.42.0786;103200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Realizar a regularização fundiária em Terras Públicas (CCDRU);OUTRO INSTRUMENTO;Total apoio externo;0,75019;10;0,75;1;1;1;0;Mata Atlântica
0000.42.0786;104200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Realizar a regularização fundiária em imóveis privados;OUTRO INSTRUMENTO;Total apoio externo;0,700169;13;0,75;1;1;0,75;0;Mata Atlântica
0000.42.0786;105200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Realizar ações de Manejo Integrado do Fogo;PLANO DE AÇÃO;Total apoio externo;0,800193;6;1;1;1;1;0;Mata Atlântica
0000.42.0786;106200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Planejar ações de manejo de espécies ou habitats;PLANO DE AÇÃO;Muito apoio externo;0,750199;8;0,5;1;1;1;0,25;Mata Atlântica
0000.42.0786;107200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Realizar o monitoramento da biodiversidade;PLANO DE AÇÃO;Moderado apoio externo;0,700154;14;1;0;1;1;0,5;Mata Atlântica
0000.42.0786;108200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Implantar o manejo de espécies ou habitats;PLANO DE AÇÃO;Moderado apoio externo;0,550149;17;0,5;0,5;0,75;0,5;0,5;Mata Atlântica
0000.42.0786;109200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Elaborar e acompanhar parcerias para a gestão da UC;PLANEJAMENTO ESTRATÉGICO;Total apoio externo;0,750223;7;1;0,75;1;1;0;Mata Atlântica
0000.42.0786;110200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Realizar o monitoramento da biodiversidade;PLANO DE AÇÃO;Pouco apoio externo;0,700154;15;0,75;1;0;1;0,75;Mata Atlântica
0000.42.0786;111200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Planejar e Ordenar o Uso Público;PLANO DE MANEJO;Pouco apoio externo;0,850135;3;0,5;1;1;1;0,75;Mata Atlântica
0000.42.0786;112200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Planejar e Ordenar o Uso Público;PLANO DE MANEJO;Pouco apoio externo;0,550135;18;0;1;0,25;0,75;0,75;Mata Atlântica
0000.42.0786;113200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Realizar a fiscalização;PLANO DE MANEJO;Pouco apoio externo;0,150139;20;0;0;0;0;0,75;Mata Atlântica
0000.42.0786;114200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Planejar ações de manejo de espécies ou habitats;PLANO DE MANEJO;Muito apoio externo;0,850199;2;1;1;1;1;0,25;Mata Atlântica
0000.42.0786;115200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Implantar o manejo de espécies ou habitats;PLANO DE AÇÃO;Pouco apoio externo;0,350149;19;0,25;0,25;0,25;0,25;0,75;Mata Atlântica
0000.42.0786;116200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Garantir infraestrutura para realização das atividades;PLANO DE MANEJO;Total apoio externo;0,800209;5;1;1;1;1;0;Mata Atlântica
0000.42.0786;117200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Garantir equipamentos para realização das atividades;PLANO DE MANEJO;Total apoio externo;0,800211;4;1;1;1;1;0;Mata Atlântica
0000.42.0786;118200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Implantar o manejo de espécies ou habitats;PLANO DE MANEJO;Muito apoio externo;0,700149;16;0,75;0,75;0,75;1;0,25;Mata Atlântica
0000.42.0786;119200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Realizar a fiscalização;PLANO DE MANEJO;Pouco apoio externo;0,750139;11;0,25;1;0,75;1;0,75;Mata Atlântica
0000.42.0786;120200000420786 ;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Realizar o monitoramento para proteção ambiental;PLANO DE MANEJO;Moderado apoio externo;0,750194;9;0,25;1;1;1;0,5;Mata Atlântica
0000.29.2026;101200000292026 ;PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS;Planejar e Ordenar o Uso Público;SEM INSTRUMENTO;Muito apoio externo;0,350135;10;0,25;0,5;0,25;0,5;0,25;Caatinga
0000.29.2026;102200000292026 ;PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS;Realizar o monitoramento da biodiversidade;SEM INSTRUMENTO;Moderado apoio externo;0,500154;4;0,5;0,5;0,5;0,5;0,5;Caatinga
0000.29.2026;103200000292026 ;PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS;Realizar a fiscalização;SEM INSTRUMENTO;Muito apoio externo;0,500139;6;0,5;0,5;0,75;0,5;0,25;Caatinga
0000.29.2026;104200000292026 ;PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS;Gerir atividades de pesquisa e gestão do conhecimento;SEM INSTRUMENTO;Moderado apoio externo;0,450156;7;0,5;0,5;0,5;0,25;0,5;Caatinga
0000.29.2026;105200000292026 ;PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS;Gerir atividades de pesquisa e gestão do conhecimento;OUTRO INSTRUMENTO;Total apoio externo;0,400156;9;0,5;0,5;0,75;0,25;0;Caatinga
0000.29.2026;106200000292026 ;PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS;Realizar a fiscalização;OUTRO INSTRUMENTO;Muito apoio externo;0,500139;5;0,25;0,75;0,75;0,5;0,25;Caatinga
0000.29.2026;107200000292026 ;PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS;Elaborar Plano de Manejo;OUTRO INSTRUMENTO;Total apoio externo;0,600125;2;0,5;0,75;0,75;1;0;Caatinga
0000.29.2026;108200000292026 ;PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS;Avaliar e monitorar o Conselho Gestor;OUTRO INSTRUMENTO;Muito apoio externo;0,6002;1;0,5;0,75;0,75;0,75;0,25;Caatinga
0000.29.2026;109200000292026 ;PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS;Realizar o monitoramento para proteção ambiental;SEM INSTRUMENTO;Muito apoio externo;0,550194;3;0,5;0,75;0,75;0,5;0,25;Caatinga
0000.29.2026;110200000292026 ;PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS;Elaborar Projeto Político Pedagógico (PPPEA);SEM INSTRUMENTO;Muito apoio externo;0,400206;8;0,25;0,5;0,75;0,25;0,25;Caatinga
0000.52.1745;101200000521745 ;PARQUE ESTADUAL DA SERRA DOURADA;Realizar compensação ambiental;OUTRO INSTRUMENTO;Muito apoio externo;0,500186;3;0,25;0;1;1;0,25;Cerrado
0000.52.1745;102200000521745 ;PARQUE ESTADUAL DA SERRA DOURADA;Realizar a regularização fundiária em imóveis privados;OUTRO INSTRUMENTO;Pouco apoio externo;0,400169;4;0,25;0;1;0;0,75;Cerrado
0000.52.1745;103200000521745 ;PARQUE ESTADUAL DA SERRA DOURADA;Realizar ações de Manejo Integrado do Fogo;PLANO DE MANEJO INTEGRADO DO FOGO;Total apoio externo;0,250193;5;0,25;0;1;0;0;Cerrado
0000.52.1745;104200000521745 ;PARQUE ESTADUAL DA SERRA DOURADA;Realizar a fiscalização;PLANEJAMENTO ESTRATÉGICO;Total apoio externo;0,600139;2;0,25;0,75;1;1;0;Cerrado
0000.52.1745;105200000521745 ;PARQUE ESTADUAL DA SERRA DOURADA;Realizar o monitoramento para proteção ambiental;PLANEJAMENTO ESTRATÉGICO;Muito apoio externo;0,650194;1;0,25;0,75;1;1;0,25;Cerrado
0000.42.0780;101200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Realizar sinalização dos limites;PLANO DE MANEJO;Não foi necessário apoio externo;0,900173;13;0,75;0,75;1;1;0;Mata Atlântica
0000.42.0780;102200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Realizar sinalização dos limites;PLANO DE MANEJO;Não foi necessário apoio externo;0,950173;9;0,75;1;1;1;0;Mata Atlântica
0000.42.0780;103200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Planejar e Ordenar o Uso Público;PLANO DE MANEJO;Moderado apoio externo;0,700135;25;0,75;0,75;0,75;0,75;0,5;Mata Atlântica
0000.42.0780;104200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Planejar e Ordenar o Uso Público;PLANO DE MANEJO;Moderado apoio externo;0,850135;18;0,75;1;1;1;0,5;Mata Atlântica
0000.42.0780;105200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Implantar Uso Público;PLANO DE MANEJO;Moderado apoio externo;0,750136;24;0,5;0,75;1;1;0,5;Mata Atlântica
0000.42.0780;106200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Implantar Uso Público;PLANO DE MANEJO;Moderado apoio externo;0,800136;22;0,75;0,75;1;1;0,5;Mata Atlântica
0000.42.0780;107200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Implantar Uso Público;OUTRO INSTRUMENTO;Muito apoio externo;0,850136;17;1;1;1;1;0,25;Mata Atlântica
0000.42.0780;108200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Avaliar a gestão da unidade de conservação;PLANO DE MANEJO;Não foi necessário apoio externo;1,000129;2;1;1;1;1;0;Mata Atlântica
0000.42.0780;109200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Monitorar a gestão da unidade de conservação;PLANO DE MANEJO;Pouco apoio externo;0,950196;6;1;1;1;1;0,75;Mata Atlântica
0000.42.0780;110200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Elaborar o planejamento Tático/Operacional;PLANO DE MANEJO;Pouco apoio externo;0,950197;5;1;1;1;1;0,75;Mata Atlântica
0000.42.0780;111200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Implantar o manejo de espécies ou habitats;PLANO DE MANEJO;Moderado apoio externo;0,850149;16;0,75;1;1;1;0,5;Mata Atlântica
0000.42.0780;112200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Implantar o manejo de espécies ou habitats;PLANO DE MANEJO;Pouco apoio externo;0,900149;14;0,75;1;1;1;0,75;Mata Atlântica
0000.42.0780;113200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Implantar o Conselho Gestor;OUTRO INSTRUMENTO;Muito apoio externo;0,600224;27;0,5;1;0,5;0,75;0,25;Mata Atlântica
0000.42.0780;114200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Implantar o Conselho Gestor;PLANO DE MANEJO;Pouco apoio externo;0,850224;15;0,75;1;1;0,75;0,75;Mata Atlântica
0000.42.0780;115200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Implantar o Programa de Voluntariado;OUTRO INSTRUMENTO;Total apoio externo;0,500201;28;0,75;0,75;0,75;0,25;0;Mata Atlântica
0000.42.0780;116200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Implantar ações de Educação Ambiental;PLANO DE MANEJO;Muito apoio externo;0,650207;26;0,5;0,75;1;0,75;0,25;Mata Atlântica
0000.42.0780;117200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Implantar ações de Educação Ambiental;PLANO DE MANEJO;Moderado apoio externo;0,800207;20;0,75;1;0,75;1;0,5;Mata Atlântica
0000.42.0780;118200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Garantir transporte para realização das atividades;PLANO DE MANEJO;Moderado apoio externo;0,900208;12;1;1;1;1;0,5;Mata Atlântica
0000.42.0780;119200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Garantir infraestrutura para realização das atividades;PLANO DE MANEJO;Pouco apoio externo;0,950209;4;1;1;1;1;0,75;Mata Atlântica
0000.42.0780;120200000420780 ;PARQUE ESTADUAL DA SERRA FURADA;Garantir equipamentos para realização das atividades;PLANO DE MANEJO;Moderado apoio externo;0,900211;11;1;1;1;1;0,5;Mata Atlântica
0000.23.1933;101200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Realizar a regularização fundiária em imóveis privados;OUTRO INSTRUMENTO;Total apoio externo;0,200169;17;0,25;0,25;0,25;0,25;0;Caatinga
0000.23.1933;102200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Realizar estudos para alteração de limites;OUTRO INSTRUMENTO;Total apoio externo;0,450128;7;0,25;0,5;0,75;0,75;0;Caatinga
0000.23.1933;103200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Planejar e Ordenar o Uso Público;SEM INSTRUMENTO;Muito apoio externo;0,450135;6;0,25;0,5;0,75;0,5;0,25;Caatinga
0000.23.1933;104200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Gerir atividades de pesquisa e gestão do conhecimento;OUTRO INSTRUMENTO;Moderado apoio externo;0,400156;10;0,5;0,5;0,5;0;0,5;Caatinga
0000.23.1933;105200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Garantir recursos humanos para realização das atividades;SEM INSTRUMENTO;Total apoio externo;0,25021;14;0,5;0;0,75;0;0;Caatinga
0000.23.1933;106200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Avaliar impactos ambientais em processo de licenciamento ambiental;OUTRO INSTRUMENTO;Total apoio externo;0,450151;4;0,5;0,75;0,5;0,5;0;Caatinga
0000.23.1933;107200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Realizar sinalização dos limites;SEM INSTRUMENTO;Muito apoio externo;0,500173;3;0,5;0,5;0,75;0,5;0,25;Caatinga
0000.23.1933;108200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Elaborar Plano de Manejo;SEM INSTRUMENTO;Total apoio externo;0,400125;11;0,25;0,5;0,75;0,5;0;Caatinga
0000.23.1933;109200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Avaliar a gestão da unidade de conservação;OUTRO INSTRUMENTO;Total apoio externo;0,700129;1;0,75;1;0,75;1;0;Caatinga
0000.23.1933;110200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Realizar ações preparatórias de fiscalização;SEM INSTRUMENTO;Total apoio externo;0,250191;15;0,25;0,5;0,5;0;0;Caatinga
0000.23.1933;111200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Realizar a fiscalização;SEM INSTRUMENTO;Total apoio externo;0,450139;5;0,25;0,75;0,75;0,5;0;Caatinga
0000.23.1933;112200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Garantir infraestrutura para realização das atividades;SEM INSTRUMENTO;Total apoio externo;0,150209;18;0,25;0;0,5;0;0;Caatinga
0000.23.1933;113200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Realizar ações preparatórias para o Manejo Integrado do Fogo;OUTRO INSTRUMENTO;Total apoio externo;0,350192;12;0,25;0,75;0,25;0,5;0;Caatinga
0000.23.1933;114200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Gerir atividades de pesquisa e gestão do conhecimento;OUTRO INSTRUMENTO;Total apoio externo;0,350156;13;0,25;0,75;0,75;0;0;Caatinga
0000.23.1933;115200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Planejar e Ordenar o Uso Público;SEM INSTRUMENTO;Total apoio externo;0,550135;2;0,5;0,75;0,75;0,75;0;Caatinga
0000.23.1933;116200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Implementar ações voltadas à exploração de produtos não madeireiros;SEM INSTRUMENTO;Total apoio externo;0,400165;9;0,25;0,5;0,75;0,5;0;Caatinga
0000.23.1933;117200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Implantar ações de Educação Ambiental;SEM INSTRUMENTO;Total apoio externo;0,400207;8;0,5;0,5;0,5;0,5;0;Caatinga
0000.23.1933;118200000231933 ;PARQUE ESTADUAL DAS CARNAÚBAS;Planejar e Ordenar o Uso Público;SEM INSTRUMENTO;Muito apoio externo;0,250135;16;0,25;0,25;0,5;0;0,25;Caatinga
0000.50.0421;101200000500421 ;PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;Elaborar e acompanhar parcerias para a gestão da UC;PLANO DE MANEJO;Moderado apoio externo;0,600223;6;0,5;1;0,75;0,25;0,5;Cerrado
0000.50.0421;102200000500421 ;PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;Realizar a regularização fundiária em imóveis privados;PLANO DE MANEJO;Muito apoio externo;0,450169;10;0,25;0,5;0,75;0,5;0,25;Cerrado
0000.50.0421;103200000500421 ;PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Moderado apoio externo;0,500156;8;0,5;0,75;0,75;0;0,5;Cerrado
0000.50.0421;104200000500421 ;PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;Comunicar e divulgar por meio das redes sociais;PLANO DE MANEJO;Pouco apoio externo;0,500216;7;0,5;0,5;0,75;0;0,75;Cerrado
0000.50.0421;105200000500421 ;PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;Avaliar e monitorar o Conselho Gestor;PLANO DE MANEJO;Muito apoio externo;0,8002;2;1;1;1;0,75;0,25;Cerrado
0000.50.0421;106200000500421 ;PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;Planejar e Ordenar o Uso Público;PLANO DE MANEJO;Muito apoio externo;0,500135;9;0,25;0,5;0,75;0,75;0,25;Cerrado
0000.50.0421;107200000500421 ;PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;Garantir recursos humanos para realização das atividades;PLANO DE MANEJO;Muito apoio externo;0,70021;4;0,75;0,5;1;1;0,25;Cerrado
0000.50.0421;108200000500421 ;PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;Garantir equipamentos para realização das atividades;PLANO DE AÇÃO;Muito apoio externo;0,750211;3;0,75;0,75;1;1;0,25;Cerrado
0000.50.0421;109200000500421 ;PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;Elaborar e acompanhar parcerias para a gestão da UC;PLANO DE MANEJO;Moderado apoio externo;0,900223;1;1;1;1;1;0,5;Cerrado
0000.50.0421;110200000500421 ;PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;Realizar sinalização dos limites;PLANO DE MANEJO;Muito apoio externo;0,700173;5;0,75;0,75;0,75;1;0,25;Cerrado
0000.29.0297;101200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Comunicar e divulgar por meio das redes sociais;PLANO DE MANEJO;Não foi necessário apoio externo;1,000216;2;1;1;1;1;0;Caatinga
0000.29.0297;102200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Avaliar a gestão da unidade de conservação;PLANO DE MANEJO;Moderado apoio externo;0,850129;17;1;1;1;0,75;0,5;Caatinga
0000.29.0297;103200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Elaborar o planejamento Tático/Operacional;PLANO DE FISCALIZAÇÃO;Não foi necessário apoio externo;0,900197;7;1;0,75;1;0,75;0;Caatinga
0000.29.0297;104200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Monitorar a gestão da unidade de conservação;PLANO DE MANEJO;Pouco apoio externo;0,850196;12;1;0,75;1;0,75;0,75;Caatinga
0000.29.0297;105200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Gerenciar o acervo de fotos e vídeos;PLANO DE MANEJO;Não foi necessário apoio externo;0,750218;19;1;0,5;0,75;0,5;0;Caatinga
0000.29.0297;106200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Organizar e participar em eventos;PLANO DE MANEJO;Não foi necessário apoio externo;1,000219;1;1;1;1;1;0;Caatinga
0000.29.0297;107200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Implantar ações de Educação Ambiental;PLANO DE MANEJO;Não foi necessário apoio externo;1,000207;3;1;1;1;1;0;Caatinga
0000.29.0297;108200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Elaborar e acompanhar parcerias para a gestão da UC;SEM INSTRUMENTO;Muito apoio externo;0,800223;18;1;1;1;0,75;0,25;Caatinga
0000.29.0297;109200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Contextualizar a Interface Territorial;PLANO DE MANEJO;Pouco apoio externo;0,850158;14;0,75;1;1;0,75;0,75;Caatinga
0000.29.0297;110200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Implantar o Conselho Gestor;PLANO DE MANEJO;Pouco apoio externo;0,900224;5;1;1;1;0,75;0,75;Caatinga
0000.29.0297;111200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Realizar o monitoramento da biodiversidade;NÃO PLANEJADA;Muito apoio externo;0,700154;21;1;0,5;1;0,75;0,25;Caatinga
0000.29.0297;112200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Total apoio externo;0,650156;22;0,75;1;0,75;0,75;0;Caatinga
0000.29.0297;113200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Monitorar o Plano de Manejo;PLANO DE MANEJO;Pouco apoio externo;0,850225;10;1;1;0,75;0,75;0,75;Caatinga
0000.29.0297;114200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Não foi necessário apoio externo;0,900139;8;1;0,75;1;0,75;0;Caatinga
0000.29.0297;115200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Manter a rotina administrativa;SEM INSTRUMENTO;Pouco apoio externo;0,850189;13;1;0,75;1;0,75;0,75;Caatinga
0000.29.0297;116200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Garantir equipamentos para realização das atividades;OUTRO INSTRUMENTO;Moderado apoio externo;0,850211;11;1;0,75;1;1;0,5;Caatinga
0000.29.0297;117200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Garantir transporte para realização das atividades;OUTRO INSTRUMENTO;Moderado apoio externo;0,900208;6;1;1;1;1;0,5;Caatinga
0000.29.0297;118200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Implantar Uso Público;PLANO DE MANEJO;Muito apoio externo;0,850136;15;1;1;1;1;0,25;Caatinga
0000.29.0297;119200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Monitorar a Visitação;PLANO DE MANEJO;Não foi necessário apoio externo;0,950195;4;1;1;1;0,75;0;Caatinga
0000.29.0297;120200000290297 ;PARQUE ESTADUAL DAS SETE PASSAGENS;Planejar e Ordenar o Uso Público;PLANO DE MANEJO;Moderado apoio externo;0,900135;9;1;1;1;1;0,5;Caatinga
0000.50.0420;101200000500420 ;PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Não foi necessário apoio externo;0,600156;5;0,5;0,75;0,75;0;0;Mata Atlântica
0000.50.0420;102200000500420 ;PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA;Manter a rotina administrativa;PLANO DE MANEJO;Não foi necessário apoio externo;0,750189;4;0,5;0,75;0,75;0,75;0;Mata Atlântica
0000.50.0420;103200000500420 ;PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA;Realizar a fiscalização;PLANO DE MANEJO;Muito apoio externo;0,600139;6;0,5;0,75;0,75;0,75;0,25;Mata Atlântica
0000.50.0420;104200000500420 ;PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA;Planejar e Ordenar o Uso Público;PLANO DE MANEJO;Moderado apoio externo;0,450135;7;0,5;0,5;0,75;0;0,5;Mata Atlântica
0000.50.0420;105200000500420 ;PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA;Monitorar a Visitação;PLANO DE MANEJO;Não foi necessário apoio externo;0,800195;3;1;1;1;0;0;Mata Atlântica
0000.50.0420;106200000500420 ;PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA;Avaliar e monitorar o Conselho Gestor;OUTRO INSTRUMENTO;Não foi necessário apoio externo;1,0002;1;1;1;1;1;0;Mata Atlântica
0000.50.0420;107200000500420 ;PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA;Realizar ações preparatórias para o Manejo Integrado do Fogo;PLANO DE MANEJO;Não foi necessário apoio externo;0,950192;2;1;0,75;1;1;0;Mata Atlântica
0000.26.0966;101200000260966 ;PARQUE ESTADUAL DE DOIS IRMÃOS;Monitorar a gestão da unidade de conservação;PLANO DE MANEJO;Moderado apoio externo;0,500196;6;0,25;0,5;0,5;0,75;0,5;Mata Atlântica
0000.26.0966;102200000260966 ;PARQUE ESTADUAL DE DOIS IRMÃOS;Elaborar Programa/Plano de Educação Ambiental;PLANO DE EDUCAÇÃO AMBIENTAL;Moderado apoio externo;0,50016;7;0,25;0,75;0,75;0,25;0,5;Mata Atlântica
0000.26.0966;103200000260966 ;PARQUE ESTADUAL DE DOIS IRMÃOS;Avaliar e monitorar o Conselho Gestor;SEM INSTRUMENTO;Não foi necessário apoio externo;0,7002;3;0,25;0,75;0,75;0,75;0;Mata Atlântica
0000.26.0966;104200000260966 ;PARQUE ESTADUAL DE DOIS IRMÃOS;Planejar e Ordenar o Uso Público;PLANO DE MANEJO;Moderado apoio externo;0,500135;8;0,25;0,75;0,5;0,5;0,5;Mata Atlântica
0000.26.0966;105200000260966 ;PARQUE ESTADUAL DE DOIS IRMÃOS;Realizar a regularização fundiária em imóveis privados;LEGISLAÇÃO - AMPARO LEGAL;Total apoio externo;0,750169;2;0,75;1;1;1;0;Mata Atlântica
0000.26.0966;106200000260966 ;PARQUE ESTADUAL DE DOIS IRMÃOS;Revisar o Plano de Manejo;PLANO DE MANEJO;Muito apoio externo;0,500126;9;0,25;0,75;0,75;0,5;0,25;Mata Atlântica
0000.26.0966;107200000260966 ;PARQUE ESTADUAL DE DOIS IRMÃOS;Realizar a fiscalização;SEM INSTRUMENTO;Total apoio externo;0,300139;13;0,5;0,25;0,25;0,5;0;Mata Atlântica
0000.26.0966;108200000260966 ;PARQUE ESTADUAL DE DOIS IRMÃOS;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE PESQUISA;Moderado apoio externo;0,800156;1;0,75;1;0,75;1;0,5;Mata Atlântica
0000.26.0966;109200000260966 ;PARQUE ESTADUAL DE DOIS IRMÃOS;Planejar ações de manejo de espécies ou habitats;PLANO DE MANEJO;Moderado apoio externo;0,400199;10;0,25;0,25;0,75;0,25;0,5;Mata Atlântica
